UI_SECTION,UI_TAB,UI_PANEL,UI_FIELD_NAME,UI_SHORT_LABEL,FIELD_DESCRIPTION,JAVA_CLASS,JAVA_PROPERTY,DB_TABLE,DB_COLUMN,DATA_TYPE,LOOKUP_TABLE,LOOKUP_COLUMN,LOOKUP_DESCRIPTION_COLUMN,FIELD_ORIGIN,CUSTOM_ATTRIBUTE_ID,REQUIRED,READ_ONLY,CONFIDENCE,SOURCE_FILE,NOTES
Award Custom Data,Fellowships,award Custom Data,Predoctoral Fellowship? (Y/N),pre_doc_fellow,pre_doc_fellow,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1100,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1100; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Admin Unit Credit Override,credit_override,credit_override,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1000,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1000; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Billing Agreement,BillingAgmt,BillingAgmt,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1213,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1213; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,COVID Vaccine Mandate,COVID_Vaccine_Mandate,COVID_Vaccine_Mandate,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1222,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1222; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,COVID-19 Research,Covid_19_Research,Covid_19_Research,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1221,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1221; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Export Control (TCP),ExportCntrl,ExportCntrl,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1218,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1218; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Grant Termination,Grant_Termination,Grant_Termination,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,8,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 8; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Info Security Compliance,InfoSecurityCompliance,InfoSecurityCompliance,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1219,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1219; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Limited Submission Opportunity,Limited_Submission_Opportunity,Limited_Submission_Opportunity,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,9,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 9; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,NIH Activity Code,ActvCode,ActvCode,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1215,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1215; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Opportunity Number,OppNum,OppNum,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1214,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1214; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Opportunity Title,OppTitle,OppTitle,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1209,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1209; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,PAA Credit Override,paa_override,paa_override,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1010,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1010; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Special Audit,Audited,Audited,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1216,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1216; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Special Retention End Date,RetentionDate,RetentionDate,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Date,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1217,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1217; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Trump Exec Order Cert,Trump_Exec_Order_Cert,Trump_Exec_Order_Cert,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,6,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 6; VALUE is generic EAV storage, not the field name"
Award Custom Data,General,award Custom Data,Trump Exec Order Cert Det,Trump_Exec_Order_Cert_Det,Trump_Exec_Order_Cert_Det,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Long String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,5,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 5; VALUE is generic EAV storage, not the field name"
Award Custom Data,International Activity,award Custom Data,Country or countries involved,Internl_countries,Internl_countries,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,795,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 795; VALUE is generic EAV storage, not the field name"
Award Custom Data,International Activity,award Custom Data,International activity? (excluding travel to conferences) (Y/N),internl_research,internl_research,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,700,Y,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 700; VALUE is generic EAV storage, not the field name"
Award Custom Data,International Activity,award Custom Data,Is this activity primarily collaboration with colleagues? (Y/N),prim_travel,prim_travel,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,710,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 710; VALUE is generic EAV storage, not the field name"
Award Custom Data,International Activity,award Custom Data,Percent of the overall effort that will be performed in another country,internl_effort,internl_effort,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,793,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 793; VALUE is generic EAV storage, not the field name"
Award Custom Data,International Activity,award Custom Data,Will these staff be BU employees? (Y/N),emp_contr,emp_contr,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,750,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 750; VALUE is generic EAV storage, not the field name"
Award Custom Data,International Activity,award Custom Data,Will these staff be third party contractors? (Y/N),3rd_party,3rd_party,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,753,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 753; VALUE is generic EAV storage, not the field name"
Award Custom Data,International Activity,award Custom Data,Will you be conducting human subject research internationally? (Y/N),hum_sub,hum_sub,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,790,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 790; VALUE is generic EAV storage, not the field name"
Award Custom Data,International Activity,award Custom Data,Will you be hiring temporary or permanent staff internationally? (Y/N),temp_perm,temp_perm,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,740,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 740; VALUE is generic EAV storage, not the field name"
Award Custom Data,International Activity,award Custom Data,Will you be incurring in-country operational expenses? (Y/N),op_exp,op_exp,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,770,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 770; VALUE is generic EAV storage, not the field name"
Award Custom Data,International Activity,award Custom Data,Will you be opening and operating an in-country bank account? (Y/N),bank_acct,bank_acct,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,780,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 780; VALUE is generic EAV storage, not the field name"
Award Custom Data,International Activity,award Custom Data,Will you be renting or leasing office or research space? (Y/N),rent_lease,rent_lease,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,760,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 760; VALUE is generic EAV storage, not the field name"
Award Custom Data,Location of Research,award Custom Data,Building Name,bldg_name,bldg_name,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,800,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 800; VALUE is generic EAV storage, not the field name"
Award Custom Data,Location of Research,award Custom Data,Private Use (Y/N),private_use,private_use,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,830,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 830; VALUE is generic EAV storage, not the field name"
Award Custom Data,Location of Research,award Custom Data,Room Number,room_num,room_num,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,820,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 820; VALUE is generic EAV storage, not the field name"
Award Custom Data,Location of Research,award Custom Data,Street Address,str_add,str_add,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,811,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 811; VALUE is generic EAV storage, not the field name"
Award Custom Data,NSF HERD Survey Data,award Custom Data,NSF Activity Type,NSF_Activity_Type,NSF_Activity_Type,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,10,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 10; VALUE is generic EAV storage, not the field name"
Award Custom Data,NSF HERD Survey Data,award Custom Data,Reason for Waiver,Reason_for_Waiver,Reason_for_Waiver,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,11,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 11; VALUE is generic EAV storage, not the field name"
Award Custom Data,Project Relationships,award Custom Data,"If this a Dual-Funded Award, select the other Sponsored Award ID.",dual_funded,dual_funded,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,2,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 2; VALUE is generic EAV storage, not the field name"
Award Custom Data,Project Relationships,award Custom Data,Previous Competitive Segment,competitive_segments,competitive_segments,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1; VALUE is generic EAV storage, not the field name"
Award Custom Data,Space,award Custom Data,Funds Center Name 1,fc_name_1,fc_name_1,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,600,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 600; VALUE is generic EAV storage, not the field name"
Award Custom Data,Space,award Custom Data,Funds Center Name 2,fc_name_2,fc_name_2,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,620,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 620; VALUE is generic EAV storage, not the field name"
Award Custom Data,Space,award Custom Data,Funds Center Name 3,fc_name_3,fc_name_3,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,640,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 640; VALUE is generic EAV storage, not the field name"
Award Custom Data,Space,award Custom Data,Space Allocation % 1,sp_all_1,sp_all_1,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,610,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 610; VALUE is generic EAV storage, not the field name"
Award Custom Data,Space,award Custom Data,Space Allocation % 2,sp_all_2,sp_all_2,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,630,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 630; VALUE is generic EAV storage, not the field name"
Award Custom Data,Space,award Custom Data,Space Allocation % 3,sp_all_3,sp_all_3,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,650,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 650; VALUE is generic EAV storage, not the field name"
Award Custom Data,Training Grant Supplemental Data,award Custom Data,Post-Doctoral Trainee Count,postdoc-trainee,postdoc-trainee,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,4,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 4; VALUE is generic EAV storage, not the field name"
Award Custom Data,Training Grant Supplemental Data,award Custom Data,Pre-Doctoral Trainee Count,predoc_trainee,predoc_trainee,org.kuali.kra.award.customdata.AwardCustomData,value,AWARD_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,3,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 3; VALUE is generic EAV storage, not the field name"
Award Home,,award Cfdas,ALN Number,,"A unique identifier for the sponsor and the funding opportunity announcement.  AKA ""Catalogue of Federal Domestic Assistance Number."" The format for this CFDA Number is XX.XXX",org.kuali.kra.award.home.AwardCfda,cfdaNumber,AWARD_CFDA,CFDA_NUMBER,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardCfdas.tag,
Award Home,,award Cfdas,ALN Program Title Name,,ALN Program Title Name,org.kuali.kra.award.home.AwardCfda,cfdaDescription,AWARD_CFDA,CFDA_DESCRIPTION,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardCfdas.tag,
Award Home,Current Action,award Details Dates,Comments,,Comments,org.kuali.kra.award.home.AwardComment,comments,AWARD_COMMENT,COMMENTS,CLOB,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Current Action,award Details Dates,Notice Date,,Notice Date,org.kuali.kra.award.home.Award,noticeDate,AWARD,NOTICE_DATE,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Current Action,award Details Dates,Transaction Type,,Transaction Type,org.kuali.kra.award.home.Award,awardTransactionTypeCode,AWARD,TRANSACTION_TYPE_CODE,VARCHAR2,AWARD_TRANSACTION_TYPE,AWARD_TRANSACTION_TYPE_CODE,DESCRIPTION,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,Account Type,,Account Type,org.kuali.kra.award.home.Award,accountTypeCode,AWARD,ACCOUNT_TYPE_CODE,NUMBER,,,,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,Activity Type,,"The type of activity proposed, e.g. organized research, instruction, etc.",org.kuali.kra.award.home.Award,activityTypeCode,AWARD,ACTIVITY_TYPE_CODE,NUMBER,ACTIVITY_TYPE,ACTIVITY_TYPE_CODE,DESCRIPTION,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,Award Status,,Award Status,org.kuali.kra.award.home.Award,statusCode,AWARD,STATUS_CODE,NUMBER,AWARD_STATUS,STATUS_CODE,DESCRIPTION,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,Award Title,,The proposed title of the project.,org.kuali.kra.award.home.Award,title,AWARD,TITLE,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,Award Type,,Award Type,org.kuali.kra.award.home.Award,awardTypeCode,AWARD,AWARD_TYPE_CODE,NUMBER,AWARD_TYPE,AWARD_TYPE_CODE,DESCRIPTION,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,Child Description,,Child Description,edu.bu.kuali.kra.award.home.AwardExtension,childDescription,AWARD_EXTENSION,CHILD_DESCRIPTION,VARCHAR2,,,,BU_EXTENSION,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,Child Type,,Child Type,edu.bu.kuali.kra.award.home.AwardExtension,childType,AWARD_EXTENSION,CHILD_TYPE,VARCHAR2,,,,BU_EXTENSION,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,Federal Clinical Trial,,Federal Clinical Trial,edu.bu.kuali.kra.award.home.AwardExtension,federalClinicalTrial,AWARD_EXTENSION,FEDERAL_CLINICAL_TRIAL,VARCHAR2,,,,BU_EXTENSION,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,Financial Chart Of Accounts Code,,Chart of accounts for a Financial Account.,org.kuali.kra.award.home.Award,financialChartOfAccountsCode,AWARD,FIN_CHART_OF_ACCOUNTS_CODE,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,Grant Number,,,edu.bu.kuali.kra.award.home.AwardExtension,grantNumber,AWARD_EXTENSION,GRANT_NUMBER,VARCHAR2,,,,BU_EXTENSION,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,Lead Unit Number,,The lead unit number for the Award.,org.kuali.kra.award.home.Award,unitNumber,AWARD,LEAD_UNIT_NUMBER,VARCHAR2,UNIT,UNIT_NUMBER,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
Award Home,Institution,award Details Dates,SP/IO Number,,Account ID,org.kuali.kra.award.home.Award,accountNumber,AWARD,ACCOUNT_NUMBER,VARCHAR2,,,,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardDetailsDates.tag,
